Latitude,Longitude
40.32270000000000000000000000000000000000000000,-79.8346100000000000000000000000000000000000000
40.3722700000000000000000000000000000000000000000,-79.844660000000000000000000000000000000000000000
40.38864000000000000000000000000000000000000000000,-79.8234800000000000000000000000000000000000000000
40.41235000000000000000000000000000000000000000,-79.8443400000000000000000000000000000000000000000
40.4664700000000000000000000000000000000000000000,-79.705680000000000000000000000000000000000000000
40.42897000000000000000000000000000000000000000000,-79.72008000000000000000000000000000000000000000
40.42753000000000000000000000000000000000000000000,-79.791890000000000000000000000000000000000000000
40.46023000000000000000000000000000000000000000000,-79.844550000000000000000000000000000000000000000
40.4461400000000000000000000000000000000000000000,-79.847410000000000000000000000000000000000000000
40.44733000000000000000000000000000000000000000000,-79.888520000000000000000000000000000000000000000
40.43738000000000000000000000000000000000000000000,-79.884920000000000000000000000000000000000000000
40.41535000000000000000000000000000000000000000000,-79.87921000000000000000000000000000000000000000
40.27063800000000000000000000000000000000000000000,-79.4038570000000000000000000000000000000000000000
40.316970000000000000000000000000000000000000000,-79.6818100000000000000000000000000000000000000000
40.40260000000000000000000000000000000000000000000,-79.5222600000000000000000000000000000000000000000
40.64974000000000000000000000000000000000000000000,-80.095970000000000000000000000000000000000000000
40.5863700000000000000000000000000000000000000000,-80.0300400000000000000000000000000000000000000000
40.5066800000000000000000000000000000000000000000,-80.030520000000000000000000000000000000000000000
40.66854000000000000000000000000000000000000000000,-80.1010300000000000000000000000000000000000000000
40.51874000000000000000000000000000000000000000000,-80.1309900000000000000000000000000000000000000
40.58763000000000000000000000000000000000000000000,-79.9942400000000000000000000000000000000000000000
40.5524300000000000000000000000000000000000000000,-80.116140000000000000000000000000000000000000000
40.49600700000000000000000000000000000000000000000,-79.93939000000000000000000000000000000000000
40.61545000000000000000000000000000000000000000000,-79.758610000000000000000000000000000000000000000
40.6852200000000000000000000000000000000000000000,-80.100830000000000000000000000000000000000000000
40.7594500000000000000000000000000000000000000000,-80.115400000000000000000000000000000000000000000
40.69254000000000000000000000000000000000000000000,-79.7139400000000000000000000000000000000000000000
40.921650000000000000000000000000000000000000,-80.135030000000000000000000000000000000000000000
40.71220000000000000000000000000000000000000000000,-80.1052700000000000000000000000000000000000000000
40.79837000000000000000000000000000000000000000000,-79.9295800000000000000000000000000000000000000000
40.98208000000000000000000000000000000000000000000,-80.3564100000000000000000000000000000000000000000
40.80500000000000000000000000000000000000000000000,-79.513330000000000000000000000000000000000000
40.8118200000000000000000000000000000000000000000,-79.5477600000000000000000000000000000000000000000
40.33984000000000000000000000000000000000000000000,-80.053350000000000000000000000000000000000000000
40.35344000000000000000000000000000000000000000000,-80.02765000000000000000000000000000000000
40.360950000000000000000000000000000000000000,-80.03123000000000000000000000000000000000000000
40.36830000000000000000000000000000000000000000000,-80.0295900000000000000000000000000000000000000000
40.3807700000000000000000000000000000000000000000,-80.0432200000000000000000000000000000000000000000
40.3916000000000000000000000000000000000000000000,-80.040580000000000000000000000000000000000000000
40.3968100000000000000000000000000000000000000000,-80.0367500000000000000000000000000000000000000000
40.29386000000000000000000000000000000000000000000,-80.03008000000000000000000000000000000000000
40.33558000000000000000000000000000000000000000000,-79.943410000000000000000000000000000000000000000
40.273270000000000000000000000000000000000000000,-79.885750000000000000000000000000000000000000000
40.29356700000000000000000000000000000000000000000,-79.911382000000000000000000000000000000000000
40.36651000000000000000000000000000000000000000000,-80.0153400000000000000000000000000000000000000000
40.34499000000000000000000000000000000000000000000,-79.9713100000000000000000000000000000000000000000
40.20423000000000000000000000000000000000000000000,-79.83711000000000000000000000000000000000000000
40.13877000000000000000000000000000000000000000000,-79.8428300000000000000000000000000000000000000000
40.179810000000000000000000000000000000000000000,-80.22260000000000000000000000000000000000000000
40.2958900000000000000000000000000000000000000000,-80.159820000000000000000000000000000000000000000
40.24146000000000000000000000000000000000000000000,-80.1791100000000000000000000000000000000000000000
40.17511000000000000000000000000000000000000000000,-80.268340000000000000000000000000000000000000000
40.61693000000000000000000000000000000000000000000,-79.6231700000000000000000000000000000000000000000
40.24581000000000000000000000000000000000000000000,-80.20310000000000000000000000000000000000000000
40.52282000000000000000000000000000000000000000000,-80.1764300000000000000000000000000000000000000000
40.5136600000000000000000000000000000000000000000,-80.13484000000000000000000000000000000000000000
40.4520600000000000000000000000000000000000000000,-80.0516000000000000000000000000000000000000000000
40.43502000000000000000000000000000000000000000000,-80.0669100000000000000000000000000000000000000000
40.43651000000000000000000000000000000000000,-80.06779000000000000000000000000000000000000000
40.4054000000000000000000000000000000000000000000,-80.0909400000000000000000000000000000000000000000
40.41487000000000000000000000000000000000000000000,-80.084080000000000000000000000000000000000000000
40.40105000000000000000000000000000000000000000,-80.0652500000000000000000000000000000000000000000
40.50373000000000000000000000000000000000000000000,-80.224280000000000000000000000000000000000000000
40.5928320000000000000000000000000000000000000000,-80.2283910000000000000000000000000000000000000000
40.38112000000000000000000000000000000000000000000,-80.0944900000000000000000000000000000000000000000
40.63379000000000000000000000000000000000000000000,-80.318660000000000000000000000000000000000000000
40.70058000000000000000000000000000000000000000,-80.2841800000000000000000000000000000000000000000
40.656080000000000000000000000000000000000000000,-80.2365100000000000000000000000000000000000000000
40.69572000000000000000000000000000000000000000000,-80.36687000000000000000000000000000000000000000
40.333990000000000000000000000000000000000000000,-80.030656000000000000000000000000000000000000000
40.28738100000000000000000000000000000000000000000,-80.02060000000000000000000000000000000000000000
40.44488200000000000000000000000000000000000000000,-79.219910000000000000000000000000000000000000000
40.1456500000000000000000000000000000000000000000,-79.90625
40.42548000000000000000000000000000000000000000000,-80.0728200000000000000000000000000000000000000000
40.0507760000000000000000000000000000000000000000,-79.89555700000000000000000000000000000000000000
40.1393700000000000000000000000000000000000000000,-79.8971400000000000000000000000000000000000000000
40.466555000000000000000000000000000000000000000,-79.9853660000000000000000000000000000000000000
39.96163200000000000000000000000000000000000000000,-79.653089000000000000000000000000000000000000000
40.99958000000000000000000000000000000000000000000,-80.3414600000000000000000000000000000000000000000
40.600380000000000000000000000000000000000000000,-79.7567500000000000000000000000000000000000000000
40.96847600000000000000000000000000000000000000000,-80.1440630000000000000000000000000000000000000000
40.2094300000000000000000000000000000000000000,-79.9844500000000000000000000000000000000000000000
40.3522100000000000000000000000000000000000000000,-79.86102000000000000000000000000000000000000000
40.18109300000000000000000000000000000000000000000,-79.8547340000000000000000000000000000000000000000
39.90996100000000000000000000000000000000000000000,-79.7572450000000000000000000000000000000000000000
39.9186380000000000000000000000000000000000000000,-79.724704000000000000000000000000000000000000000
40.9663700000000000000000000000000000000000000000,-80.1616100000000000000000000000000000000000000
40.36848000000000000000000000000000000000000000000,-79.9138300000000000000000000000000000000000000000
40.32136300000000000000000000000000000000000000000,-79.6864690000000000000000000000000000000000000000
40.346327000000000000000000000000000000000000000,-79.7656510000000000000000000000000000000000000000
40.7557680000000000000000000000000000000000000000,-79.643742000000000000000000000000000000000000000
40.97594500000000000000000000000000000000000000000,-80.2752650000000000000000000000000000000000000000
40.45038000000000000000000000000000000000000000000,-79.7135000000000000000000000000000000000000000000
40.29832000000000000000000000000000000000000000000,-79.5439200000000000000000000000000000000000000000
40.302740000000000000000000000000000000000000000,-79.536710000000000000000000000000000000000000000
40.14656000000000000000000000000000000000000000000,-79.906440000000000000000000000000000000000000000
40.5586430000000000000000000000000000000000000000,-79.9595480000000000000000000000000000000000000000
40.53984100000000000000000000000000000000000000000,-79.8360690000000000000000000000000000000000000000
40.4253940000000000000000000000000000000000000000,-79.861681000000000000000000000000000000000000000
40.37808400000000000000000000000000000000000000,-79.98714500000000000000000000000000000000000000
40.41303600000000000000000000000000000000000000000,-79.5689660000000000000000000000000000000000000000
40.71557200000000000000000000000000000000000000000,-79.9290830000000000000000000000000000000000000000
40.85880500000000000000000000000000000000000000000,-79.9091150000000000000000000000000000000000000000
40.76928000000000000000000000000000000000000000000,-80.065888000000000000000000000000000000000000000
40.28622700000000000000000000000000000000000000,-79.5469490000000000000000000000000000000000000000
40.21960900000000000000000000000000000000000000000,-79.6109980000000000000000000000000000000000000
40.12835200000000000000000000000000000000000000000,-79.5491310000000000000000000000000000000000000000
40.782093000000000000000000000000000000000000000,-80.38231800000000000000000000000000000000000000
