_id,address,total_count,other_count,pistol_count,revolver_count,rifle_count,shotgun_count,year,month,dow,neighborhood,council_district,ward,tract,public_works_division,police_zone,fire_zone,latitude,longitude
982,"3200 BLOCK CORDELL PL PITTSBURGH, PA 15203",1,0,0,1,0,0,2016,10,0,,,,,,3,,,
983,"1000 BLOCK WOODLOW ST PITTSBURGH, PA 15205",1,0,1,0,0,0,2016,10,0,Crafton Heights,2,28,42003281400,5,6,1-17,40.4458030664507,-80.0523889710639
984,"2100 BLOCK PARK HILL DR PITTSBURGH, PA 15221",2,0,0,2,0,0,2016,10,1,East Hills,9,13,42003130600,2,5,3-19,40.4529606359974,-79.8740246842376
985,"2800 BLOCK N CHARLES ST PITTSBURGH, PA 15214",1,0,1,0,0,0,2016,10,1,Perry South,6,26,42003261400,1,1,1-12,40.4698539946853,-80.0137461949372
986,"2300 BLOCK REED ST PITTSBURGH, PA 15219",3,1,2,0,0,0,2016,10,1,Terrace Village,6,5,42003051000,3,2,2-10,40.4435105818343,-79.9740404719758
987,"300 BLOCK S MAIN ST PITTSBURGH, PA 15220",1,0,1,0,0,0,2016,10,1,Central Lawrenceville,7,9,42003090200,2,2,3-3,40.4673830136992,-79.9579476679689
988,"WEBSTER AVE & WANDLESS ST PITTSBURGH, PA 15219",1,0,0,1,0,0,2016,10,1,Middle Hill,6,5,42003050100,3,2,2-5,40.4518427418008,-79.9673002432103
989,"100 BLOCK S 20TH ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2016,10,2,South Side Flats,3,17,42003170200,3,3,4-24,40.4276502009575,-79.9777447431298
990,"1600 BLOCK SANDUSKY CT PITTSBURGH, PA 15212",1,0,1,0,0,0,2016,10,2,Central Northside,6,25,42003220600,1,1,1-10,40.4589236267468,-80.0055084339585
991,"1400 BLOCK LIVERPOOL ST PITTSBURGH, PA 15233",1,0,1,0,0,0,2016,10,2,Manchester,6,21,42003210700,1,1,1-8,40.4550949204691,-80.0267990463676
992,"2200 BLOCK SOMERS DR PITTSBURGH, PA 15219",1,1,0,0,0,0,2016,10,2,Bedford Dwellings,6,5,42003050900,3,2,2-5,40.4494256477235,-79.9755889365866
993,"BENNETT ST & BENNETT PL PITTSBURGH, PA 15208",1,0,0,1,0,0,2016,10,2,Homewood South,9,13,42003130300,2,5,3-17,40.4568598165023,-79.8983597022473
994,"100 BLOCK W ALLEGHENY SQW PITTSBURGH, PA",1,0,1,0,0,0,2016,10,2,,,,,,1,,,
995,"<100 BLOCK WOOD ST PITTSBURGH, PA 15222",1,0,1,0,0,0,2016,10,3,Central Business District,6,2,42003020100,6,2,1-3,40.4417831975124,-79.9997132644683
996,"1500 BLOCK DAVIS AVE PITTSBURGH, PA 15212",2,0,2,0,0,0,2016,10,3,Brighton Heights,1,27,42003270100,1,1,1-14,40.4810703259512,-80.0379253696126
997,"7500 BLOCK MONTICELLO ST PITTSBURGH, PA 15208",1,0,0,1,0,0,2016,10,3,,,,,,5,,,
998,"HALLETT ST & JUNILLA ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2016,10,3,Middle Hill,6,5,42003050100,3,2,2-5,40.4469488932631,-79.9710920602501
999,"5300 BLOCK CENTRE AVE PITTSBURGH, PA 15224",2,0,0,1,1,0,2016,10,3,,,,,,4,,,
1000,"700 BLOCK TOKAY ST PITTSBURGH, PA 15221",1,0,1,0,0,0,2016,10,3,,,,,,5,,,
1001,"500 BLOCK S MATHILDA ST PITTSBURGH, PA 15224",2,0,1,0,1,0,2016,10,3,Bloomfield,7,8,42003080200,2,5,3-1,40.4599439736891,-79.9476162758457
1002,"400 BLOCK HAMMOND ST PITTSBURGH, PA 15204",1,0,1,0,0,0,2016,10,3,Sheraden,2,20,42003562500,5,6,1-16,40.4559699164199,-80.0497574422711
1003,"RHINE ST & STEINE ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2016,10,3,Spring Hill-City View,1,24,42003262000,1,1,1-24,40.4652826202567,-79.9921271887026
1004,"1600 BLOCK SANDUSKY CT PITTSBURGH, PA 15212",1,0,1,0,0,0,2016,10,3,Central Northside,6,25,42003220600,1,1,1-10,40.4589236267468,-80.0055084339585
1005,"200 BLOCK EAST END AVE PITTSBURGH, PA 15221",1,0,1,0,0,0,2016,10,3,Point Breeze,9,14,42003140600,3,4,3-14,40.4457464624101,-79.8946852312523
1006,"1700 BLOCK BELLEAU DR PITTSBURGH, PA 15212",1,0,1,0,0,0,2016,10,3,Fineview,6,25,42003250900,1,1,1-10,40.460310552493,-80.0069833937371
1007,"6200 BLOCK ST. MARIE ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2016,10,3,East Liberty,9,11,42003111300,2,5,3-8,40.4679239581576,-79.918093677479
1008,"MT VERNON ST & BELMAR ST PITTSBURGH, PA 15208",1,0,1,0,0,0,2016,10,4,Homewood West,9,12,42003120700,2,5,3-18,40.462916206799,-79.9011365069487
1009,"1600 BLOCK SANDUSKY CT PITTSBURGH, PA 15212",1,0,1,0,0,0,2016,10,4,Central Northside,6,25,42003220600,1,1,1-10,40.4589236267468,-80.0055084339585
1010,"1600 BLOCK SANDUSKY CT PITTSBURGH, PA 15212",12,0,9,1,2,0,2016,10,4,Central Northside,6,25,42003220600,1,1,1-10,40.4589236267468,-80.0055084339585
1011,"300 BLOCK N BEATTY ST PITTSBURGH, PA 15206",1,0,0,1,0,0,2016,10,4,,,,,,5,,,
1012,"2300 BLOCK WEBSTER AVE PITTSBURGH, PA 15219",1,0,0,1,0,0,2016,10,4,Middle Hill,6,5,42003050100,3,2,2-5,40.4480732179234,-79.9756504427023
1013,"400 BLOCK BOGGS AVE PITTSBURGH, PA 15211",1,0,1,0,0,0,2016,10,4,Mount Washington,2,19,42003191500,5,3,4-27,40.4242467362925,-80.0091461574319
1014,"<100 BLOCK LEDLIE ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2016,10,4,Bedford Dwellings,6,5,42003030500,3,2,2-1,40.4474028480904,-79.9834585892038
1015,"800 BLOCK ESTELLA AVE PITTSBURGH, PA 15210",1,0,0,0,0,1,2016,10,4,Beltzhoover,3,18,42003562400,5,3,4-21,40.4158027235094,-80.0005748575709
1016,"2000 BLOCK CENTRE AVE PITTSBURGH, PA 15219",1,0,1,0,0,0,2016,10,5,Crawford-Roberts,6,5,42003050100,3,2,2-1,40.4435889103073,-79.9799824053927
1017,"800 BLOCK SCHULER ST PITTSBURGH, PA 15210",2,0,1,0,1,0,2016,10,5,St. Clair,3,16,42003561700,3,3,4-8,40.409423922152,-79.975051923822
1018,"500 BLOCK S 27TH ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2016,10,5,,,,,,3,,,
1019,"900 BLOCK W SAW MILL RUN BLVD PITTSBURGH, PA 15226",1,0,1,0,0,0,2016,10,5,Duquesne Heights,2,20,42003191100,5,3,4-1,40.426952035298,-80.0228567519789
1020,"<100 BLOCK BIGELOW SQ PITTSBURGH, PA 15219",1,0,1,0,0,0,2016,10,5,Central Business District,6,2,42003020100,6,2,2-4,40.4408367018107,-79.9944321915925
1021,"200 BLOCK 39 TH ST PITTSBURGH, PA 15201",1,0,1,0,0,0,2016,10,5,Lower Lawrenceville,7,6,42003060300,2,2,3-3,40.4675509220806,-79.9637387896498
1022,"3100 BLOCK BERGMAN ST PITTSBURGH, PA 15204",1,0,1,0,0,0,2016,10,5,Sheraden,2,20,42003562500,5,6,1-16,40.4568937273452,-80.0548705885976
1023,"2400 BLOCK BEDFORD AVE PITTSBURGH, PA 15219",1,0,0,0,1,0,2016,10,6,Middle Hill,6,5,42003050100,3,2,2-5,40.4496143418734,-79.9742739984904
1024,"1600 BLOCK SANDUSKY CT PITTSBURGH, PA 15212",1,0,1,0,0,0,2016,10,6,Central Northside,6,25,42003220600,1,1,1-10,40.4589236267468,-80.0055084339585
1025,"300 BLOCK EAST OHIO ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2016,10,6,,,,42003563900,,1,,40.4125315408834,-79.8427960425285
1026,"3700 BLOCK HARBISON ST PITTSBURGH, PA 15212",1,0,0,1,0,0,2016,10,6,,,,,,1,,,
1027,"1900 BLOCK BROWNSVILLE RD PITTSBURGH, PA 15210",1,0,1,0,0,0,2016,10,6,Carrick,4,29,42003290100,3,3,4-12,40.3960603966567,-79.9875088066487
1028,"1400 BLOCK WASHINGTON BLVD PITTSBURGH, PA 15206",1,0,1,0,0,0,2016,11,0,Lincoln-Lemington-Belmar,9,12,42003120300,2,5,3-12,40.4703805557972,-79.9086078732226
1029,"3100 BLOCK TERRACE ST PITTSBURGH, PA 15213",1,0,0,1,0,0,2016,11,0,West Oakland,6,4,42003040200,3,4,2-10,40.4398791233456,-79.9674313593327
1030,"300 BLOCK S BRADDOCK AVE PITTSBURGH, PA 15221",1,0,1,0,0,0,2016,11,1,Point Breeze North,9,14,42003140500,2,4,3-14,40.4496546331193,-79.8928013971768
1031,"700 BLOCK GRANT ST PITTSBURGH, PA 15219",1,0,0,1,0,0,2016,11,1,Central Business District,6,2,42003020100,6,2,1-3,40.4422741604836,-79.9945318961147
1032,"500 BLOCK MOUNTAIN AVE PITTSBURGH, PA 15210",1,0,1,0,0,0,2016,11,1,,,,,,3,,,
1033,"400 BLOCK S HIGHLAND AVE PITTSBURGH, PA 15232",1,0,0,1,0,0,2016,11,1,Shadyside,8,7,42003070600,2,4,3-11,40.4537921123023,-79.9254714261596
1034,"RHINE ST & RHINE PL PITTSBURGH, PA 15212",1,0,1,0,0,0,2016,11,1,Spring Hill-City View,1,26,42003262000,1,1,1-11,40.4668245602959,-79.9941720256784
1035,"100 BLOCK 35TH ST PITTSBURGH, PA 15201",1,0,0,1,0,0,2016,11,1,,,,,,2,,,
1036,"5200 BLOCK CENTRE AVE PITTSBURGH, PA 15224",1,0,1,0,0,0,2016,11,2,Shadyside,8,7,42003070900,2,4,3-1,40.4545232336817,-79.9409226091318
1037,"<100 BLOCK WHEELER ST PITTSBURGH, PA 15221",1,0,1,0,0,0,2016,11,2,East Hills,9,13,42003130600,2,5,3-17,40.4542151210792,-79.8844241560858
1038,"1500 BLOCK HAMLIN ST PITTSBURGH, PA 15233",1,0,1,0,0,0,2016,11,2,,,,,,1,,,
1039,"100 BLOCK GRASMERE ST PITTSBURGH, PA 15205",1,0,0,0,0,1,2016,11,2,Oakwood,2,28,42003562800,5,6,1-19,40.4280489126247,-80.0655089074024
1040,"MT VERNON ST & N MURTLAND ST PITTSBURGH, PA 15208",1,0,1,0,0,0,2016,11,2,Homewood West,9,12,42003120700,2,5,3-18,40.4625455157499,-79.8995501006657
1041,"HAWTHORNE ST & FARMINGTON ST PITTSBURGH, PA 15201",1,0,1,0,0,0,2016,11,2,Stanton Heights,7,10,42003101800,2,5,3-7,40.4849032791683,-79.9345611290363
1042,"3RD AVE & GRANT ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2016,11,2,Central Business District,6,1,42003020100,6,2,1-4,40.4375295563169,-79.9980525901164
1043,"4700 BLOCK LIBERTY AVE PITTSBURGH, PA 15224",1,0,0,1,0,0,2016,11,2,Bloomfield,7,8,42003080200,2,5,3-6,40.4620780855381,-79.9498576275047
1044,"1500 BLOCK BRIGHTON RD PITTSBURGH, PA 15212",1,0,1,0,0,0,2016,11,2,California-Kirkbride,6,25,42003250700,1,1,1-21,40.4568744092444,-80.0165685056208
1045,"BRIGHTON HEIGHTS BLVD & OHIO RIVER BLVD PITTSBURGH, PA 15212",1,0,1,0,0,0,2016,11,2,Brighton Heights,1,27,42003980900,1,1,1-14,40.4788544480417,-80.0431065397516
1046,"300 BLOCK MOUNT PLEASANT RD PITTSBURGH, PA 15214",2,0,2,0,0,0,2016,11,2,,,,,,1,,,
1047,"FRANKSTOWN AVE & ENTERPRISE ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2016,11,2,Larimer,9,12,42003120800,2,5,3-10,40.4604339070377,-79.9137937818666
1048,"6800 BLOCK THOMAS BLVD PITTSBURGH, PA 15208",2,0,1,1,0,0,2016,11,2,Point Breeze North,9,14,42003140500,2,4,3-14,40.453731756328,-79.9090233225992
1049,"800 BLOCK BRUSHTON AVE PITTSBURGH, PA 15221",1,0,1,0,0,0,2016,11,2,Homewood South,9,13,42003130400,2,5,3-17,40.4546298092284,-79.8884409987312
1050,"2000 BLOCK DE RUAD ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2016,11,3,,,,,,4,,,
1051,"900 BLOCK BAY RIDGE AVE PITTSBURGH, PA 15226",1,0,1,0,0,0,2016,11,3,Brookline,4,19,42003191800,5,6,4-26,40.3910353063456,-80.0214646432691
1052,"2000 BLOCK 5TH AVE PITTSBURGH, PA 15219",1,0,1,0,0,0,2016,11,3,Bluff,6,1,42003010300,3,2,2-1,40.4380106868591,-79.9775329065649
1053,"MATHIAS ST & SOUTH SIDE AVE PITTSBURGH, PA 15212",1,0,0,1,0,0,2016,11,3,Spring Hill-City View,1,26,42003262000,1,1,1-11,40.4701131244567,-79.9953897638643
1054,"900 BLOCK MC CANDLESS ST PITTSBURGH, PA 15201",1,0,1,0,0,0,2016,11,3,Upper Lawrenceville,7,10,42003101100,2,2,3-5,40.478896528041,-79.9496575052422
1055,"5200 BLOCK CENTRE AVE PITTSBURGH, PA 15224",1,0,1,0,0,0,2016,11,3,Shadyside,8,7,42003070900,2,4,3-1,40.4545232336817,-79.9409226091318
1056,"<100 BLOCK BAILEY AVE PITTSBURGH, PA 15211",1,0,1,0,0,0,2016,11,3,Mount Washington,3,18,42003180700,5,3,4-27,40.4270314500304,-80.0053939376274
1057,"6000 BLOCK PENN AVE PITTSBURGH, PA 15206",1,0,1,0,0,0,2016,11,3,East Liberty,9,8,42003111500,2,5,3-8,40.4611889439979,-79.9247104221077
1058,"400 BLOCK DAYTONA ST PITTSBURGH, PA 15210",1,0,1,0,0,0,2016,11,3,Knoxville,3,30,42003300100,5,3,4-7,40.4108777443626,-79.9948986369399
1059,"100 BLOCK HAZLETT ST PITTSBURGH, PA 15214",4,0,4,0,0,0,2016,11,3,Northview Heights,1,26,42003260900,1,1,1-13,40.4771220938325,-80.0016475315907
1060,"2400 BLOCK SHADY AVE PITTSBURGH, PA 15217",1,0,1,0,0,0,2016,11,4,Squirrel Hill South,5,14,42003140800,3,4,2-21,40.4300360653198,-79.9206368616233
1061,"3000 BLOCK MARSHALL RD PITTSBURGH, PA 15214",1,0,1,0,0,0,2016,11,4,Perry North,1,26,42003260700,1,1,1-23,40.4760673983119,-80.014950838723
1062,"100 BLOCK BAUSMAN ST PITTSBURGH, PA 15210",3,1,1,0,1,0,2016,11,4,Knoxville,3,30,42003300100,5,3,4-7,40.4144329309364,-79.9880773866418
1063,"1100 BLOCK STONEVILLE ST PITTSBURGH, PA 15221",1,0,1,0,0,0,2016,11,4,,,,,,5,,,
1064,"CALIFORNIA AVE & A ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2016,11,4,California-Kirkbride,6,25,42003250700,1,1,1-9,40.4592790377362,-80.0189906007103
1065,"600 BLOCK N HOMEWOOD AVE PITTSBURGH, PA 15208",2,0,2,0,0,0,2016,11,4,Homewood South,9,13,42003130300,2,5,3-17,40.4546566786141,-79.8975016521236
1066,"100 BLOCK LACLEDE ST PITTSBURGH, PA 15211",6,0,4,2,0,0,2016,11,4,Mount Washington,3,18,42003180700,5,3,4-5,40.4238075700052,-80.003152486922
1067,"200 BLOCK ELMORE ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2016,11,5,Terrace Village,6,5,42003051100,3,2,2-1,40.4418354617292,-79.9754116022702
1068,"CHARTIERS AVE & GREENWAY DR PITTSBURGH, PA 15204",1,0,1,0,0,0,2016,11,5,Sheraden,2,20,42003562500,5,6,1-16,40.4515388806712,-80.0512539520015
1069,"900 BLOCK RINGGOLD ST PITTSBURGH, PA 15205",1,0,0,1,0,0,2016,11,5,Crafton Heights,2,28,42003281400,5,6,1-17,40.4452717583875,-80.0468226111167
1070,"1000 BLOCK GOEHRING ST PITTSBURGH, PA 15212",2,0,0,2,0,0,2016,11,5,Spring Hill-City View,1,24,42003262000,1,1,1-24,40.4601302161527,-79.9949099085783
1071,"SMALLMAN ST & 16TH ST PITTSBURGH, PA 15222",1,0,0,0,1,0,2016,11,5,,,,,,2,,,
1072,"7700 BLOCK BENNETT ST PITTSBURGH, PA 15221",1,0,1,0,0,0,2016,11,6,Homewood South,9,13,42003130400,2,5,3-17,40.4545900291555,-79.8884301080422
1073,"BLOCK MUNHAL PITTSBURGH, PA",1,0,0,1,0,0,2016,11,6,,,,,,OSC,,,
1074,"200 BLOCK LOTHROP ST PITTSBURGH, PA 15213",1,0,1,0,0,0,2016,11,6,West Oakland,8,4,42003040200,3,4,2-14,40.4422470230786,-79.9609286975283
1075,"<100 BLOCK STEWART AVE PITTSBURGH, PA 15227",1,0,1,0,0,0,2016,11,6,,4,,42003477200,,3,,40.3784736737385,-79.9932466915202
1076,"FRANKSTOWN AVE & TYSON ST PITTSBURGH, PA 15221",1,0,1,0,0,0,2016,12,0,Homewood North,9,13,42003130600,2,5,3-17,40.4551920015132,-79.8854174972639
1077,"600 BLOCK PARKWOOD RD PITTSBURGH, PA 15210",1,0,0,1,0,0,2016,12,0,,,,,,3,,,
1078,"1700 BLOCK BELLEAU DR PITTSBURGH, PA 15212",1,0,1,0,0,0,2016,12,1,Fineview,6,25,42003250900,1,1,1-10,40.460310552493,-80.0069833937371
1079,"2400 BLOCK CHAUNCEY DR PITTSBURGH, PA 15219",1,0,1,0,0,0,2016,12,1,Bedford Dwellings,6,5,42003050900,3,2,2-5,40.4498408057687,-79.9746251357847
1080,"<100 BLOCK AUBURN ST PITTSBURGH, PA 15206",1,0,0,1,0,0,2016,12,1,Larimer,9,12,42003120800,2,5,3-10,40.4654863647939,-79.9176158270998
1081,"7200 BLOCK MT VERNON ST PITTSBURGH, PA 15208",1,0,0,1,0,0,2016,12,1,Homewood North,9,13,42003130100,2,5,3-17,40.4611940783522,-79.8944010830047
1082,"600 BLOCK WOODBOURNE AVE PITTSBURGH, PA 15226",2,0,1,0,1,0,2016,12,1,Brookline,4,19,42003191800,5,6,4-26,40.3938177496,-80.0233727343996
1083,"5TH AVE & DARRAGH ST PITTSBURGH, PA 15213",1,0,1,0,0,0,2016,12,1,Central Oakland,3,4,42003040200,3,4,2-14,40.4405545294988,-79.9601683458911
1084,"100 BLOCK REDLYN ST PITTSBURGH, PA 15210",1,0,1,0,0,0,2016,12,2,Knoxville,3,30,42003300100,5,3,4-7,40.4135204056189,-79.9914631271166
1085,"2000 BLOCK BROWNSVILLE RD PITTSBURGH, PA 15210",1,0,0,0,0,1,2016,12,2,Carrick,4,29,42003290100,3,3,4-12,40.3949659476581,-79.986867730847
1086,"7400 BLOCK PENFIELD PL PITTSBURGH, PA 15208",2,0,2,0,0,0,2016,12,2,Point Breeze North,9,14,42003140500,2,4,3-14,40.4487098666525,-79.8976796047495
1087,"7200 BLOCK KELLY ST PITTSBURGH, PA 15208",2,0,1,0,1,0,2016,12,2,Homewood South,9,13,42003130300,2,5,3-17,40.4555186499155,-79.8969956274934
1088,"1100 BLOCK WOODLOW ST PITTSBURGH, PA 15205",2,0,0,1,1,0,2016,12,2,,,,,,6,,,
1089,"6100 BLOCK PENN AVE PITTSBURGH, PA 15206",1,0,0,1,0,0,2016,12,3,East Liberty,9,8,42003111500,2,5,3-8,40.4607147673457,-79.9237840732301
1090,"2400 BLOCK BEDFORD AVE PITTSBURGH, PA 15219",3,0,1,0,2,0,2016,12,3,Middle Hill,6,5,42003050100,3,2,2-5,40.4496143418734,-79.9742739984904
1091,"ORMSBY ST & WALTER AVE PITTSBURGH, PA 15210",1,0,1,0,0,0,2016,12,3,Mount Oliver Borough,,0,42003481000,0,OSC,Mt Oliver,40.4126839025249,-79.9842960498907
1092,"MILWAUKEE ST & HERRON AVE PITTSBURGH, PA 15219",1,0,1,0,0,0,2016,12,3,Middle Hill,6,5,42003050100,3,2,2-5,40.4522790199189,-79.9643806208366
1093,"300 BLOCK RICHEY AVE PITTSBURGH, PA 15214",1,0,0,0,0,1,2016,12,3,Perry North,1,26,42003260700,1,1,1-15,40.4869660120751,-80.0129282423993
1094,"FERNDALE ST & ANGORA WAY PITTSBURGH, PA 15221",3,0,0,0,3,0,2016,12,3,Homewood North,9,13,42003130100,2,5,3-17,40.4593234144379,-79.8842452214162
1095,"PENROSE ST & JASON WAY PITTSBURGH, PA 15207",1,0,1,0,0,0,2016,12,3,Hazelwood,5,15,42003562300,3,4,2-13,40.4031684386767,-79.9375486252226
1096,"400 BLOCK ORCHARD PL PITTSBURGH, PA 15210",1,0,1,0,0,0,2016,12,3,Knoxville,3,30,42003300100,5,3,4-21,40.4177480917847,-79.9955599385507
1097,"SHETLAND ST & VANILLA WAY PITTSBURGH, PA 15206",1,0,0,1,0,0,2016,12,3,Larimer,9,12,42003120400,2,5,3-12,40.4642915138016,-79.9101005331581
1098,"500 BLOCK PROTECTORY PL PITTSBURGH, PA 15219",1,0,0,1,0,0,2016,12,4,Crawford-Roberts,6,3,42003030500,3,2,2-1,40.4414802840402,-79.9850242704509
1099,"3300 BLOCK MILWAUKEE ST PITTSBURGH, PA 15219",1,0,0,1,0,0,2016,12,4,Upper Hill,6,5,42003050600,3,2,2-5,40.4523026624357,-79.9643594181955
1100,"1600 BLOCK BEDFORD AVE PITTSBURGH, PA 15219",5,0,4,0,1,0,2016,12,4,Crawford-Roberts,6,3,42003030500,3,2,2-1,40.4444688746195,-79.9872770446112
1101,"200 BLOCK FERN ST PITTSBURGH, PA 15224",1,0,1,0,0,0,2016,12,4,Garfield,9,10,42003101600,2,5,3-4,40.4717842316508,-79.937387995117
1102,"1600 BLOCK CLARKTON ST PITTSBURGH, PA 15204",1,0,1,0,0,0,2016,12,4,Windgap,2,28,42003563000,5,6,1-16,40.459367366806,-80.0759647703175
1103,"CLIFF ST & CASSATT ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2016,12,4,Crawford-Roberts,6,3,42003030500,3,2,2-1,40.4461942574232,-79.9855473890442
1104,"10TH ST BRG & 2ND AVE PITTSBURGH, PA 15203",2,0,2,0,0,0,2016,12,4,Bluff,6,1,42003010300,3,2,2-4,40.434488367145,-79.9898226914124
1105,"2100 BLOCK SWISSVALE AVE PITTSBURGH, PA 15221",1,0,1,0,0,0,2016,12,4,East Hills,9,13,42003130600,2,5,3-19,40.4523694428528,-79.8736433337432
1106,"5600 BLOCK PENN AVE PITTSBURGH, PA 15206",3,1,0,2,0,0,2016,12,4,East Liberty,9,8,42003111500,2,5,3-23,40.4630199063802,-79.9302782071914
1107,"1100 BLOCK HIGHWOOD ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2016,12,4,Marshall-Shadeland,1,26,42003271500,1,1,1-9,40.4683522212454,-80.0252643858697
1108,"500 BLOCK MT PLEASANT RD PITTSBURGH, PA 15214",1,0,1,0,0,0,2016,12,5,,,,,,1,,,
1109,"1800 BLOCK MT JOSEPH ST PITTSBURGH, PA 15210",1,0,0,1,0,0,2016,12,5,Carrick,4,29,42003290100,3,3,4-23,40.3966383018025,-79.9904793073321
1110,"2100 BLOCK ROSE ST PITTSBURGH, PA 15219",2,0,2,0,0,0,2016,12,5,Middle Hill,6,5,42003050100,3,2,2-1,40.4435278926408,-79.9777884271742
1111,"3400 BLOCK FLEMING AVE PITTSBURGH, PA 15212",2,0,2,0,0,0,2016,12,5,Brighton Heights,1,27,42003270300,1,1,1-14,40.4769999999468,-80.038226953709
1112,"7100 BLOCK MT VERNON ST PITTSBURGH, PA 15208",1,0,0,1,0,0,2016,12,5,Homewood North,9,13,42003130200,2,5,3-18,40.4618616016293,-79.8974193659496
1113,"1200 BLOCK BANKSVILLE RD PITTSBURGH, PA 15216",1,0,1,0,0,0,2016,12,6,Beechview,2,20,42003202300,5,6,4-9,40.4182737797489,-80.0298102552281
1114,"500 BLOCK GREENFIELD AVE PITTSBURGH, PA 15207",1,0,1,0,0,0,2016,12,6,Greenfield,5,15,42003151600,3,4,2-12,40.4253797753972,-79.9421696179388
1115,"4600 BLOCK E CARSON ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2016,12,6,South Side Flats,3,16,42003561600,3,3,4-24,40.4114976982077,-79.955890112489
1116,"2900 BLOCK ECCLES ST PITTSBURGH, PA 15210",1,0,0,0,0,1,2016,12,6,South Side Slopes,3,16,42003160800,3,3,4-22,40.4177346151937,-79.9680308717605
1117,"2900 BLOCK PENN AVE PITTSBURGH, PA 15201",1,0,1,0,0,0,2016,12,6,Strip District,7,6,42003020300,6,2,3-2,40.4578573471455,-79.9741687933494
1118,"300 BLOCK N AIKEN AVE PITTSBURGH, PA 15206",1,0,1,0,0,0,2016,12,6,Garfield,9,11,42003111400,2,5,3-4,40.4670775114281,-79.9347740548398
1119,"1200 BLOCK BANKSVILLE RD PITTSBURGH, PA 15216",1,0,1,0,0,0,2016,12,6,Beechview,2,20,42003202300,5,6,4-9,40.4182737797489,-80.0298102552281
1120,"BEDFORD AVE & ERIN ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2016,12,6,Middle Hill,6,5,42003050100,3,2,2-1,40.4471305929947,-79.9809398195958
1121,"200 BLOCK E MEYERS ST PITTSBURGH, PA 15210",2,0,2,0,0,0,2016,12,6,Carrick,4,29,42003290200,3,3,4-12,40.4002798855465,-79.985800024621
1122,"1800 BLOCK E CARSON ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2017,1,0,South Side Flats,3,17,42003170200,3,3,4-24,40.4284868409739,-79.9802691087542
1123,"1800 BLOCK E CARSON ST PITTSBURGH, PA 15203",1,0,0,1,0,0,2017,1,0,South Side Flats,3,17,42003170200,3,3,4-24,40.4284868409739,-79.9802691087542
1124,"6500 BLOCK HAMILTON AVE PITTSBURGH, PA 15206",1,0,1,0,0,0,2017,1,0,Larimer,9,12,42003120800,2,5,3-10,40.4589924478051,-79.9142657236002
1125,"900 BLOCK WESTERN AVE PITTSBURGH, PA 15233",1,0,1,0,0,0,2017,1,0,Allegheny West,1,22,42003562700,1,1,1-7,40.4521086322939,-80.01670483213
1126,"5900 BLOCK STANTON AVE PITTSBURGH, PA 15206",1,0,0,1,0,0,2017,1,0,East Liberty,9,11,42003111300,2,5,3-9,40.4697752195133,-79.921939085332
1127,"7200 BLOCK KELLY ST PITTSBURGH, PA 15208",1,0,1,0,0,0,2017,1,0,Homewood South,9,13,42003130300,2,5,3-17,40.4555186499155,-79.8969956274934
1128,"2700 BLOCK LELAND ST PITTSBURGH, PA 15214",1,0,1,0,0,0,2017,1,0,Perry South,6,26,42003261500,1,1,1-23,40.472603991033,-80.0126242886306
1129,"N MURTLAND ST & THOMAS ST PITTSBURGH, PA 15208",1,0,1,0,0,0,2017,1,0,Point Breeze North,9,14,42003140500,2,4,3-14,40.4524349954181,-79.9045529778477
1130,"2900 BLOCK LIBERTY AVE PITTSBURGH, PA 15201",1,0,1,0,0,0,2017,1,0,Polish Hill,7,6,42003060500,6,2,3-2,40.4573081219818,-79.9731223068046
1131,"5TH AVE & DENNISTON ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2017,1,1,Shadyside,8,14,42003140400,3,4,2-17,40.4530351945712,-79.9196957272317
1132,"P J MC ARDLE RDWY & ARLINGTON AVE PITTSBURGH, PA 15203",1,0,0,0,1,0,2017,1,1,South Side Slopes,3,18,42003170600,3,3,4-2,40.4290282335176,-79.9983323112472
1133,"300 BLOCK RENOVA ST PITTSBURGH, PA 15207",1,0,1,0,0,0,2017,1,1,Hazelwood,5,15,42003562300,3,4,2-13,40.4024414373587,-79.9370577785652
1134,"BENNETT ST & TOKAY ST PITTSBURGH, PA 15221",1,0,1,0,0,0,2017,1,1,East Hills,9,13,42003130600,2,5,3-17,40.4547043955932,-79.8807058546593
