_id,CRASH_CRN,DISTRICT,CRASH_COUNTY,MUNICIPALITY,POLICE_AGCY,CRASH_YEAR,CRASH_MONTH,DAY_OF_WEEK,TIME_OF_DAY,HOUR_OF_DAY,ILLUMINATION,WEATHER,ROAD_CONDITION,COLLISION_TYPE,RELATION_TO_ROAD,INTERSECT_TYPE,TCD_TYPE,URBAN_RURAL,LOCATION_TYPE,SCH_BUS_IND,SCH_ZONE_IND,TOTAL_UNITS,PERSON_COUNT,VEHICLE_COUNT,AUTOMOBILE_COUNT,MOTORCYCLE_COUNT,BUS_COUNT,SMALL_TRUCK_COUNT,HEAVY_TRUCK_COUNT,SUV_COUNT,VAN_COUNT,BICYCLE_COUNT,FATAL_COUNT,INJURY_COUNT,MAJ_INJ_COUNT,MOD_INJ_COUNT,MIN_INJ_COUNT,UNK_INJ_DEG_COUNT,UNK_INJ_PER_COUNT,UNBELTED_OCC_COUNT,UNB_DEATH_COUNT,UNB_MAJ_INJ_COUNT,BELTED_DEATH_COUNT,BELTED_MAJ_INJ_COUNT,MCYCLE_DEATH_COUNT,MCYCLE_MAJ_INJ_COUNT,BICYCLE_DEATH_COUNT,BICYCLE_MAJ_INJ_COUNT,PED_COUNT,PED_DEATH_COUNT,PED_MAJ_INJ_COUNT,COMM_VEH_COUNT,MAX_SEVERITY_LEVEL,DRIVER_COUNT_16YR,DRIVER_COUNT_17YR,DRIVER_COUNT_18YR,DRIVER_COUNT_19YR,DRIVER_COUNT_20YR,DRIVER_COUNT_50_64YR,DRIVER_COUNT_65_74YR,DRIVER_COUNT_75PLUS,LATITUDE,LONGITUDE,DEC_LAT,DEC_LONG,EST_HRS_CLOSED,LANE_CLOSED,LN_CLOSE_DIR,NTFY_HIWY_MAINT,RDWY_SURF_TYPE_CD,SPEC_JURIS_CD,TCD_FUNC_CD,TFC_DETOUR_IND,WORK_ZONE_IND,WORK_ZONE_TYPE,WORK_ZONE_LOC,CONS_ZONE_SPD_LIM,WORKERS_PRES,WZ_CLOSE_DETOUR,WZ_FLAGGER,WZ_LAW_OFFCR_IND,WZ_LN_CLOSURE,WZ_MOVING,WZ_OTHER,WZ_SHLDER_MDN,FLAG_CRN,INTERSTATE,STATE_ROAD,LOCAL_ROAD,LOCAL_ROAD_ONLY,TURNPIKE,WET_ROAD,SNOW_SLUSH_ROAD,ICY_ROAD,SUDDEN_DEER,SHLDR_RELATED,REAR_END,HO_OPPDIR_SDSWP,HIT_FIXED_OBJECT,SV_RUN_OFF_RD,WORK_ZONE,PROPERTY_DAMAGE_ONLY,FATAL_OR_MAJ_INJ,INJURY,FATAL,NON_INTERSECTION,INTERSECTION,SIGNALIZED_INT,STOP_CONTROLLED_INT,UNSIGNALIZED_INT,SCHOOL_BUS,SCHOOL_ZONE,HIT_DEER,HIT_TREE_SHRUB,HIT_EMBANKMENT,HIT_POLE,HIT_GDRAIL,HIT_GDRAIL_END,HIT_BARRIER,HIT_BRIDGE,OVERTURNED,MOTORCYCLE,BICYCLE,HVY_TRUCK_RELATED,VEHICLE_FAILURE,TRAIN_TROLLEY,PHANTOM_VEHICLE,ALCOHOL_RELATED,DRINKING_DRIVER,UNDERAGE_DRNK_DRV,UNLICENSED,CELL_PHONE,NO_CLEARANCE,RUNNING_RED_LT,TAILGATING,CROSS_MEDIAN,CURVE_DVR_ERROR,LIMIT_65MPH,SPEEDING,SPEEDING_RELATED,AGGRESSIVE_DRIVING,FATIGUE_ASLEEP,DRIVER_16YR,DRIVER_17YR,DRIVER_65_74YR,DRIVER_75PLUS,UNBELTED,PEDESTRIAN,DISTRACTED,CURVED_ROAD,DRIVER_18YR,DRIVER_19YR,DRIVER_20YR,DRIVER_50_64YR,VEHICLE_TOWED,FIRE_IN_VEHICLE,HIT_PARKED_VEHICLE,MC_DRINKING_DRIVER,DRUGGED_DRIVER,INJURY_OR_FATAL,COMM_VEHICLE,IMPAIRED_DRIVER,DEER_RELATED,DRUG_RELATED,HAZARDOUS_TRUCK,ILLEGAL_DRUG_RELATED,ILLUMINATION_DARK,MINOR_INJURY,MODERATE_INJURY,MAJOR_INJURY,NHTSA_AGG_DRIVING,PSP_REPORTED,RUNNING_STOP_SIGN,TRAIN,TROLLEY,ROADWAY_CRN,RDWY_SEQ_NUM,ADJ_RDWY_SEQ,ACCESS_CTRL,ROADWAY_COUNTY,LANE_COUNT,RDWY_ORIENT,ROAD_OWNER,ROUTE,SPEED_LIMIT,SEGMENT,OFFSET,STREET_NAME
1709,2015069782,12,64,64202,68A04,2015,6,2,1642,16,1,1,0,7,4,2,0,1,0,N,N,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,40 31:19.675,79 29:55.382,40.5221,-79.4987,,0,,N,,,0,,N,,,,,,,,,,,,2015069782,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015069782,3,3,3,64,2,E,2,1060,35,6,990,MAIN ST
1710,2015069783,12,64,64202,68A04,2015,7,6,1411,14,1,1,0,7,4,0,0,1,0,N,N,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 32:25.166,79 32:51.499,40.5403,-79.5476,,0,,N,,,0,,N,,,,,,,,,,,,2015069783,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,2015069783,3,3,3,64,2,N,2,819,55,700,2908,SR 0819 HW
1711,2015069784,12,64,64204,68A04,2015,7,1,1500,15,1,1,0,1,1,0,2,1,0,N,N,2,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,40 25:17.074,79 20:41.375,40.4214,-79.3448,1,1,4,N,,,3,N,N,,,,,,,,,,,,2015069784,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015069784,3,3,3,64,2,W,2,22,45,401,1224,WILLIAM PENN HW
1712,2015069857,12,64,64437,64437,2015,7,2,1608,16,1,2,1,7,5,0,2,3,0,N,N,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,40 24:14.438,79 35:55.016,40.404,-79.5986,2,2,4,N,,,3,N,N,,,,,,,,,,,,2015069857,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2015069857,3,3,3,64,2,W,2,22,55,141,306,WILLIAM PENN HW
1713,2015069889,12,64,64101,64101,2015,7,2,1957,19,1,1,0,4,1,2,3,3,0,N,N,2,3,2,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,40 18:15.288,79 43:23.971,40.3042,-79.7233,2,2,6,N,,,3,Y,N,,,,,,,,,,,,2015069889,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2015069889,3,3,3,64,2,W,2,3020,35,10,1105,BARNES LAKE RD
1714,2015069903,12,64,64210,64210,2015,6,2,2205,22,2,1,0,9,1,0,0,1,0,N,N,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 15:48.529,79 16:27.000,40.2635,-79.2742,,0,,N,,,0,,N,,,,,,,,,,,,2015069903,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2015069903,3,3,3,64,2,W,2,30,55,631,194,LINCOLN HW
1715,2015069906,12,64,64210,64210,2015,7,1,330,3,2,1,0,7,5,0,0,1,7,N,N,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 13:31.661,79 18:41.796,40.2255,-79.3116,,0,,N,,,0,,N,,,,,,,,,,,,2015069906,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,2015069906,3,3,3,64,2,W,2,2037,55,60,1668,FOUR MILE RUN RD
1716,2015069932,12,64,64217,68A01,2015,6,5,1608,16,1,1,0,1,1,0,0,1,0,N,N,3,3,3,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,40 17:16.821,79 27:08.884,40.288,-79.4525,3,1,3,N,,,0,Y,Y,1,2,45,N,N,N,N,Y,N,N,N,2015069932,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015069932,3,3,3,64,2,E,2,30,50,420,438,LINCOLN HW
1717,2015069933,12,64,64217,68A01,2015,6,5,1627,16,1,1,0,1,1,0,0,1,0,N,N,2,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,40 17:20.267,79 27:30.534,40.289,-79.4585,,0,,N,,,0,,N,,,,,,,,,,,,2015069933,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015069933,3,3,3,64,2,E,2,30,50,410,1635,LINCOLN HW
1718,2015070075,12,64,64306,64306,2015,7,3,1236,12,1,1,0,1,1,2,0,3,0,N,N,2,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 32:47.979,79 43:54.670,40.5467,-79.7319,,0,,N,,,0,,N,,,,,,,,,,,,2015070075,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015070075,3,3,3,64,2,E,2,366,45,82,2425,GREENSBURG RD
1719,2015070086,12,64,64219,64219,2015,7,5,1851,18,1,1,0,1,1,2,0,1,0,N,N,2,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40 34:24.559,79 34:08.977,40.5735,-79.5692,1,2,2,N,,,0,N,N,,,,,,,,,,,,2015070086,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015070086,3,3,3,64,2,S,2,66,35,420,1375,SR 0066 HW
1720,2015070094,12,64,64101,64101,2015,7,3,1512,15,1,1,0,1,1,2,2,3,0,N,N,3,7,3,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,40 19:53.089,79 44:25.107,40.3314,-79.7404,,0,,N,,,3,,N,,,,,,,,,,,,2015070094,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015070094,3,3,3,64,2,E,2,30,40,70,1011,LINCOLN HW
1721,2015070222,12,64,64422,68A04,2015,6,1,300,3,3,9,1,7,4,0,0,3,0,N,N,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 34:32.839,79 34:13.749,40.5758,-79.5705,,0,,N,,,0,,N,,,,,,,,,,,,2015070222,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2015070222,3,3,3,64,2,N,2,4105,45,2,2829,HANCOCK AV
1722,2015070325,12,64,64102,68T09,2015,7,7,510,5,2,2,7,7,4,0,0,3,0,N,N,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 24:18.598,79 42:51.650,40.4054,-79.7152,2,2,3,N,,,0,N,N,,,,,,,,,,,,2015070325,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2015070325,3,3,1,64,4,E,5,7076,65,20,264,EAST/WEST TU
1723,2015070326,12,64,64209,68T09,2015,7,2,2145,21,3,1,0,9,1,0,0,3,0,N,N,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 19:23.511,79 34:52.312,40.3228,-79.5816,,0,,N,,,0,,N,,,,,,,,,,,,2015070326,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2015070326,3,3,1,64,4,N,6,7066,55,140,0,AMOS HUTCHINSON BY
1724,2015070334,12,64,64219,64219,2015,7,3,1550,15,1,1,0,7,4,2,0,1,0,N,N,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 26:36.690,79 34:55.139,40.4435,-79.582,,0,,Y,,,0,,N,,,,,,,,,,,,2015070334,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015070334,3,3,3,64,2,S,2,66,55,220,0,FREEPORT RD
1725,2015070360,12,64,64103,64103,2015,7,3,2005,20,2,1,1,7,4,0,0,1,2,N,N,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40 09:34.536,79 51:55.333,40.1596,-79.8654,,0,,N,,,0,,Y,1,4,25,N,,,N,,,,Y,2015070360,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2015070360,3,3,1,64,2,S,2,8062,25,10,50,RAMP B/M RD
1726,2015070392,12,64,64215,68A01,2015,6,6,412,4,2,1,1,7,4,0,0,1,0,N,N,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,40 13:01.170,79 40:18.820,40.217,-79.6719,2,2,7,N,,,0,Y,N,,,,,,,,,,,,2015070392,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2015070392,3,3,,64,2,S,4,,55,,,TOMATKO RD
1727,2015070393,12,64,64209,68A01,2015,7,6,1228,12,1,1,0,2,1,2,2,3,0,N,N,2,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,40 17:49.504,79 31:18.482,40.2971,-79.5218,,0,,N,,,3,,N,,,,,,,,,,,,2015070393,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015070393,3,3,3,64,2,E,2,130,35,342,2285,HUMPHREY RD
1728,2015070395,12,64,64216,68B02,2015,4,2,120,1,3,1,0,2,4,0,0,1,7,N,N,2,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,40 12:38.345,79 44:53.153,40.2107,-79.7481,,0,,N,,,0,,N,,,,,,,,,,,,2015070395,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2015070395,3,3,3,64,2,S,2,136,40,80,2677,GREENSBURG PK
1729,2015070484,12,64,64437,64437,2015,7,3,1356,13,1,1,0,2,1,0,0,3,0,N,N,2,2,2,1,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,40 25:42.744,79 42:02.120,40.4285,-79.7006,2,2,3,N,,,0,N,N,,,,,,,,,,,,2015070484,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015070484,3,3,,64,2,W,4,,25,,,OLD WILLIAM PENN HW
1730,2015070489,12,64,64101,64101,2015,7,4,816,8,1,2,1,1,1,0,0,3,0,N,N,2,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 20:32.686,79 45:35.909,40.3424,-79.76,,0,,N,,,0,,N,,,,,,,,,,,,2015070489,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015070489,3,3,3,64,2,W,2,30,40,41,350,LINCOLN HW
1731,2015070558,12,64,64305,64305,2015,7,4,1423,14,1,1,0,4,1,1,3,3,0,N,N,2,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40 33:45.819,79 45:47.907,40.5627,-79.7633,1,1,7,N,,,3,N,N,,,,,,,,,,,,2015070558,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015070558,3,3,3,64,2,W,2,56,35,20,943,SEVENTH ST
1732,2015070688,12,64,64437,64437,2015,7,4,1528,15,1,1,0,1,1,1,2,3,0,N,N,2,8,2,0,0,0,0,0,1,1,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2,0,0,40 25:42.096,79 41:52.003,40.4284,-79.6978,,0,,N,,,3,,N,,,,,,,,,,,,2015070688,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015070688,3,3,3,64,1,N,2,4033,40,76,1260,TRAFFORD RD
1733,2015070705,12,64,64217,68A01,2015,6,1,1500,15,1,1,0,0,1,0,0,1,0,N,N,1,2,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,40 17:02.836,79 26:42.566,40.2841,-79.4452,3,2,5,N,2,0,0,Y,N,,,,,,,,,,,,2015070705,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2015070705,3,3,3,64,2,S,2,2017,40,100,117,SAND HILL RD
1734,2015070795,12,64,64424,64424,2015,1,5,1840,18,3,2,1,4,1,2,3,2,0,N,N,2,3,2,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,40 06:09.581,79 35:39.635,40.1027,-79.5943,2,1,6,N,,,3,N,N,,,,,,,,,,,,2015070795,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2015070795,3,3,3,64,2,W,2,3002,25,50,250,PITTSBURGH ST
1735,2015070796,12,64,64424,64424,2015,2,5,2111,21,3,8,1,7,2,0,0,2,0,N,N,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,40 06:13.719,79 35:24.424,40.1038,-79.5901,1,1,6,N,,,0,N,N,,,,,,,,,,,,2015070796,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2015070796,3,3,,64,2,W,4,,25,,,MULBERRY ST
1736,2015070797,12,64,64424,64424,2015,2,7,1826,18,3,4,3,7,5,0,0,2,0,N,N,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40 05:54.232,79 35:17.086,40.0984,-79.5881,1,1,1,N,,,0,N,N,,,,,,,,,,,,2015070797,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2015070797,3,3,3,64,2,N,2,819,25,30,743,BROADWAY AV
